id_commune,target_REM_wins_2022_t2,abstentions_2017_t1,abstentions_2017_t2,abstentions_2022_t1,abstentions_2022_t2,blancs_2017_t1,blancs_2017_t2,blancs_2022_t1,blancs_2022_t2,exprimes_2017_t1,exprimes_2017_t2,exprimes_2022_t1,exprimes_2022_t2,inscrits_2017_t1,inscrits_2017_t2,inscrits_2022_t1,inscrits_2022_t2,insee_log,insee_pop,nuls_2017_t1,nuls_2017_t2,nuls_2022_t1,nuls_2022_t2,pct_abs_ins_2017_t1,pct_abs_ins_2017_t2,pct_abs_ins_2022_t1,pct_abs_ins_2022_t2,pct_blancs_ins_2017_t1,pct_blancs_ins_2017_t2,pct_blancs_ins_2022_t1,pct_blancs_ins_2022_t2,pct_nuls_ins_2017_t1,pct_nuls_ins_2017_t2,pct_nuls_ins_2022_t1,pct_nuls_ins_2022_t2,pct_vot_ins_2017_t1,pct_vot_ins_2017_t2,pct_vot_ins_2022_t1,pct_vot_ins_2022_t2,sec_count_cambriolages_de_logement,sec_count_destructions_et_degradations_volontaires,sec_count_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_count_trafic_de_stupefiants,sec_count_usage_de_stupefiants,sec_count_usage_de_stupefiants_afd,sec_count_violences_physiques_hors_cadre_familial,sec_count_violences_physiques_intrafamiliales,sec_count_violences_sexuelles,sec_count_vols_avec_armes,sec_count_vols_d_accessoires_sur_vehicules,sec_count_vols_dans_les_vehicules,sec_count_vols_de_vehicule,sec_count_vols_sans_violence_contre_des_personnes,sec_count_vols_violents_sans_arme,sec_rate_cambriolages_de_logement,sec_rate_destructions_et_degradations_volontaires,sec_rate_escroqueries_et_fraudes_aux_moyens_de_paiement,sec_rate_trafic_de_stupefiants,sec_rate_usage_de_stupefiants,sec_rate_usage_de_stupefiants_afd,sec_rate_violences_physiques_hors_cadre_familial,sec_rate_violences_physiques_intrafamiliales,sec_rate_violences_sexuelles,sec_rate_vols_avec_armes,sec_rate_vols_d_accessoires_sur_vehicules,sec_rate_vols_dans_les_vehicules,sec_rate_vols_de_vehicule,sec_rate_vols_sans_violence_contre_des_personnes,sec_rate_vols_violents_sans_arme,share_nuance_com_2022_t1,share_nuance_div_2017_t1,share_nuance_dlf_2017_t1,share_nuance_dlf_2022_t1,share_nuance_eelv_2022_t1,share_nuance_exg_2017_t1,share_nuance_exg_2022_t1,share_nuance_fi_2017_t1,share_nuance_fi_2022_t1,share_nuance_lr_2017_t1,share_nuance_lr_2022_t1,share_nuance_rec_2022_t1,share_nuance_rem_2017_t1,share_nuance_rem_2017_t2,share_nuance_rem_2022_t1,share_nuance_res_2017_t1,share_nuance_res_2022_t1,share_nuance_rn_2017_t1,share_nuance_rn_2017_t2,share_nuance_rn_2022_t1,share_nuance_soc_2017_t1,share_nuance_soc_2022_t1,votants_2017_t1,votants_2017_t2,votants_2022_t1,votants_2022_t2
69228,1,511.0,619.0,512.0,633.0,57.0,266.0,44.0,167.0,2651.0,2281.0,2706.0,2434.0,3225.0,3225.0,3281.0,3282.0,1912.0,4274.0,6.0,59.0,19.0,48.0,15.84,19.19,15.6,19.29,1.77,8.25,1.34,5.09,0.19,1.83,0.58,1.46,84.16,80.81,84.4,80.71,21.0,16.0,25.0,1.7521368,3.0299401,0.0,2.721519,10.0,2.4517766,0.0,14.0,2.4964539,28.0,9.0,0.0,10.9861192,3.7435657,5.8493215,0.3375502,1.306157,0.0,1.4219906,2.3397286,1.0619796,0.0,3.27562,1.5184457,6.5512401,2.1057557,0.0,1.7,1.1400000000000001,7.51,3.77,6.25,1.35,1.22,16.52,16.44,21.35,6.17,7.8,23.8,65.19,29.93,1.7,2.92,20.75,34.81,22.58,5.88,1.22,2714.0,2606.0,2769.0,2649.0
69229,0,102.0,108.0,121.0,122.0,9.0,44.0,5.0,32.0,427.0,378.0,424.0,392.0,541.0,541.0,553.0,554.0,478.0,776.0,3.0,11.0,3.0,8.0,18.85,19.96,21.88,22.02,1.66,8.13,0.9,5.78,0.55,2.03,0.54,1.44,81.15,80.04,78.12,77.98,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,0.0,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,1.7640449,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,0.0,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.3546356,0.94,1.4,7.96,3.77,2.59,1.64,0.95,12.41,15.57,23.19,6.37,7.55,16.86,53.44,23.82,1.64,4.95,31.38,46.56,30.66,3.51,2.83,439.0,433.0,432.0,432.0
69230,1,44.0,50.0,51.0,57.0,6.0,28.0,5.0,11.0,211.0,174.0,206.0,200.0,261.0,261.0,262.0,272.0,162.0,330.0,0.0,9.0,0.0,4.0,16.86,19.16,19.47,20.96,2.3,10.73,1.91,4.04,0.0,3.45,0.0,1.47,83.14,80.84,80.53,79.04,2.6492537,0.0,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,2.4517766,0.0,0.0,0.0,2.3846154,2.6805556,0.0,5.1599952,0.0,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,1.0619796,0.0,0.0,0.0,1.4076726,2.2745888,0.0,1.94,2.37,6.64,0.49,2.91,1.42,0.97,13.74,14.08,31.75,9.22,10.68,18.01,64.94,34.95,1.9,4.37,18.48,35.06,19.42,5.69,0.97,217.0,211.0,211.0,215.0
69231,1,378.0,472.0,462.0,515.0,32.0,141.0,43.0,132.0,1567.0,1347.0,1612.0,1446.0,1985.0,1985.0,2121.0,2121.0,1174.0,2586.0,8.0,25.0,4.0,28.0,19.04,23.78,21.78,24.28,1.61,7.1,2.03,6.22,0.4,1.26,0.19,1.32,80.96,76.22,78.22,75.72,2.6492537,9.0,16.0,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,6.0,1.7640449,5.1599952,3.4802784,6.1871616,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.3201856,0.3546356,1.55,1.4100000000000001,5.81,2.85,6.7,1.14,1.4300000000000002,20.55,18.61,17.55,3.35,7.32,24.63,65.18,30.58,0.83,2.73,22.08,34.82,23.51,6.0,1.36,1607.0,1513.0,1659.0,1606.0
69233,1,140.0,164.0,149.0,178.0,12.0,80.0,2.0,46.0,738.0,644.0,801.0,725.0,893.0,893.0,962.0,962.0,526.0,1241.0,3.0,5.0,10.0,13.0,15.68,18.37,15.49,18.5,1.34,8.96,0.21,4.78,0.34,0.56,1.04,1.35,84.32,81.63,84.51,81.5,2.6492537,14.0,4.2666667,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,11.2812248,5.0485131,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.25,0.9500000000000001,3.66,0.62,7.87,1.3599999999999999,0.5,14.36,18.23,33.33,7.49,10.24,27.37,75.93,36.45,1.08,1.0,11.65,24.07,15.23,6.23,1.12,753.0,729.0,813.0,784.0
69234,1,198.0,230.0,201.0,235.0,24.0,100.0,17.0,58.0,977.0,850.0,1060.0,972.0,1202.0,1203.0,1282.0,1284.0,773.0,1703.0,3.0,23.0,4.0,19.0,16.47,19.12,15.68,18.3,2.0,8.31,1.33,4.52,0.25,1.91,0.31,1.48,83.53,80.88,84.32,81.7,7.0,3.3106061,4.2666667,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,9.0545993,3.5081804,5.0485131,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,0.94,1.63,6.86,2.17,6.04,1.02,1.22,13.92,15.47,25.79,5.47,7.74,23.13,63.76,32.74,1.02,2.55,22.42,36.24,25.0,4.2,0.66,1004.0,973.0,1081.0,1049.0
69235,1,226.0,278.0,276.0,281.0,16.0,105.0,8.0,76.0,1035.0,877.0,1075.0,974.0,1280.0,1280.0,1362.0,1362.0,949.0,1990.0,3.0,20.0,3.0,31.0,17.66,21.72,20.26,20.63,1.25,8.2,0.59,5.58,0.23,1.56,0.22,2.28,82.34,78.28,79.74,79.37,12.0,11.0,4.2666667,1.7521368,13.0,12.0,7.0,8.0,2.4517766,1.046875,7.0,8.0,5.0,12.0,1.7640449,12.6451495,5.5276382,5.0485131,0.3375502,6.5326633,6.0301508,3.5175879,4.0201005,1.0619796,0.1055371,3.5175879,4.0201005,2.5125628,6.0301508,0.3546356,3.91,0.8700000000000001,4.06,2.42,4.74,1.7399999999999998,1.49,17.58,20.0,25.22,4.74,8.65,23.38,65.91,29.4,0.87,2.88,20.58,34.09,20.56,5.7,1.21,1054.0,1002.0,1086.0,1081.0
69236,0,73.0,89.0,84.0,85.0,4.0,25.0,5.0,28.0,337.0,292.0,312.0,285.0,417.0,417.0,403.0,405.0,254.0,598.0,3.0,11.0,2.0,7.0,17.51,21.34,20.84,20.99,0.96,6.0,1.24,6.91,0.72,2.64,0.5,1.73,82.49,78.66,79.16,79.01,2.6492537,3.3106061,4.2666667,0.0,3.0299401,6.2348485,0.0,3.0404624,0.0,0.0,2.7266667,2.4964539,2.3846154,2.6805556,1.7640449,5.1599952,3.5081804,5.0485131,0.0,1.306157,1.7948427,0.0,1.9820933,0.0,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.3546356,2.56,0.59,8.01,4.17,0.64,0.8899999999999999,0.0,19.58,19.55,12.17,2.56,7.37,17.8,48.97,19.55,0.59,4.49,33.53,51.03,35.58,6.82,3.53,344.0,328.0,319.0,320.0
69238,1,569.0,603.0,681.0,718.0,41.0,167.0,40.0,118.0,1947.0,1756.0,2042.0,1896.0,2573.0,2575.0,2774.0,2775.0,1991.0,3749.0,16.0,49.0,11.0,43.0,22.11,23.42,24.55,25.87,1.59,6.49,1.44,4.25,0.62,1.9,0.4,1.55,77.89,76.58,75.45,74.13,2.6492537,26.0,31.0,1.7521368,3.0299401,6.2348485,10.0,13.0,2.4517766,0.0,2.7266667,8.0,9.0,15.0,1.7640449,5.1599952,6.9351827,8.2688717,0.3375502,1.306157,1.7948427,2.667378,3.4675914,1.0619796,0.0,1.1839424,2.1339024,2.4006402,4.001067,0.3546356,1.32,1.23,7.65,3.92,4.51,1.75,1.42,15.05,16.11,19.62,6.12,5.14,25.48,66.57,29.53,1.54,3.48,23.99,33.43,26.15,3.7,2.3,2004.0,1972.0,2093.0,2057.0
69239,1,132.0,157.0,173.0,197.0,16.0,74.0,9.0,43.0,762.0,660.0,771.0,709.0,913.0,913.0,956.0,957.0,577.0,1147.0,3.0,22.0,3.0,8.0,14.46,17.2,18.1,20.59,1.75,8.11,0.94,4.49,0.33,2.41,0.31,0.84,85.54,82.8,81.9,79.41,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,1.4076726,2.2745888,0.0,1.82,1.7,5.25,2.72,3.5,1.04,0.65,12.47,15.18,28.35,6.23,7.13,18.37,54.85,29.83,0.92,3.24,28.08,45.15,28.4,3.81,1.3,781.0,756.0,783.0,760.0
69240,0,110.0,140.0,129.0,123.0,13.0,47.0,13.0,19.0,423.0,353.0,392.0,384.0,547.0,547.0,536.0,535.0,449.0,627.0,1.0,7.0,2.0,9.0,20.11,25.59,24.07,22.99,2.38,8.59,2.43,3.55,0.18,1.28,0.37,1.68,79.89,74.41,75.93,77.01,2.6492537,3.3106061,4.2666667,0.0,0.0,0.0,2.721519,3.0404624,0.0,0.0,0.0,2.4964539,0.0,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,0.0,0.0,1.4219906,1.9820933,0.0,0.0,0.0,1.5184457,0.0,2.2745888,0.0,2.04,0.71,8.04,4.34,2.04,1.42,0.52,12.77,12.5,23.4,6.63,7.65,16.31,47.59,20.41,0.24,4.34,34.28,52.41,38.27,2.84,1.28,437.0,407.0,407.0,412.0
69241,1,279.0,343.0,344.0,431.0,21.0,116.0,32.0,78.0,1507.0,1320.0,1610.0,1461.0,1812.0,1812.0,1987.0,1987.0,1098.0,2657.0,5.0,33.0,1.0,17.0,15.4,18.93,17.31,21.69,1.16,6.4,1.61,3.93,0.28,1.82,0.05,0.86,84.6,81.07,82.69,78.31,9.0,10.0,24.0,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,6.0,2.6805556,0.0,8.1996439,3.7636432,9.0327437,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,2.2581859,2.2745888,0.0,1.86,1.3199999999999998,3.85,2.3,5.78,0.8600000000000001,0.99,13.74,14.41,23.16,3.85,9.63,29.0,66.14,34.72,0.93,2.17,22.36,33.86,22.73,4.78,1.55,1533.0,1469.0,1643.0,1556.0
69242,0,117.0,132.0,171.0,198.0,12.0,60.0,9.0,34.0,557.0,484.0,572.0,524.0,687.0,687.0,753.0,758.0,371.0,908.0,1.0,11.0,1.0,2.0,17.03,19.21,22.71,26.12,1.75,8.73,1.2,4.49,0.15,1.6,0.13,0.26,82.97,80.79,77.29,73.88,6.0,3.3106061,4.2666667,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,31.0,18.0,2.3846154,14.0,0.0,16.1766435,3.5081804,5.0485131,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,34.1409692,19.8237885,1.4076726,15.4185022,0.0,1.22,1.26,8.98,4.37,2.1,0.72,1.92,14.9,15.91,19.21,5.77,7.69,16.88,48.76,23.78,1.08,1.57,33.93,51.24,33.74,3.05,1.92,570.0,555.0,582.0,560.0
69243,1,1749.0,1940.0,1960.0,2267.0,84.0,428.0,78.0,256.0,4683.0,4063.0,4630.0,4094.0,6558.0,6559.0,6703.0,6708.0,5643.0,10881.0,42.0,128.0,35.0,91.0,26.67,29.58,29.24,33.8,1.28,6.53,1.16,3.82,0.64,1.95,0.52,1.36,73.33,70.42,70.76,66.2,33.0,89.0,73.0,1.7521368,27.0,18.0,55.0,37.0,25.0,1.046875,2.7266667,27.0,23.0,90.0,1.7640449,5.8483827,8.1793953,6.7089422,0.3375502,2.4813896,1.6542597,5.0546825,3.4004228,2.2975829,0.1055371,1.1839424,2.4813896,2.1137763,8.2712986,0.3546356,1.77,1.66,5.49,2.14,2.83,1.8800000000000001,1.17,20.37,24.51,17.89,5.05,6.31,23.04,62.34,26.29,0.81,2.61,24.04,37.66,25.46,4.8,1.86,4809.0,4619.0,4743.0,4441.0
69244,1,2391.0,3035.0,3016.0,3577.0,137.0,929.0,142.0,528.0,11519.0,9865.0,12076.0,11019.0,14086.0,14088.0,15280.0,15278.0,11560.0,22819.0,39.0,259.0,46.0,154.0,16.97,21.54,19.74,23.41,0.97,6.59,0.93,3.46,0.28,1.84,0.3,1.01,83.03,78.46,80.26,76.59,113.0,205.0,168.0,1.7521368,120.0,100.0,54.0,62.0,32.0,1.046875,37.0,161.0,55.0,183.0,16.0,9.7746898,8.9837416,7.3622858,0.3375502,5.2587756,4.382313,2.366449,2.7170341,1.4023402,0.1055371,1.6214558,7.0555239,2.4102721,8.0196328,0.7011701,1.32,0.92,4.25,1.78,4.7,0.8600000000000001,0.7,11.85,14.67,36.68,9.08,11.44,27.62,77.06,39.3,0.6,1.79,12.35,22.94,13.98,4.87,1.23,11695.0,11053.0,12264.0,11701.0
69245,1,79.0,91.0,99.0,108.0,15.0,43.0,7.0,37.0,449.0,399.0,482.0,437.0,544.0,544.0,592.0,591.0,366.0,747.0,1.0,11.0,4.0,9.0,14.52,16.73,16.72,18.27,2.76,7.9,1.18,6.26,0.18,2.02,0.68,1.52,85.48,83.27,83.28,81.73,2.6492537,3.3106061,4.2666667,0.0,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.66,0.89,5.79,1.87,4.98,1.34,1.24,15.37,15.98,23.39,6.85,8.3,22.94,61.15,30.29,0.89,2.9,25.61,38.85,25.1,3.79,0.83,465.0,453.0,493.0,483.0
69246,1,164.0,204.0,136.0,174.0,12.0,92.0,17.0,67.0,801.0,668.0,835.0,742.0,981.0,981.0,993.0,994.0,594.0,1293.0,4.0,17.0,5.0,11.0,16.72,20.8,13.7,17.51,1.22,9.38,1.71,6.74,0.41,1.73,0.5,1.11,83.28,79.2,86.3,82.49,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.44,0.74,4.37,2.63,7.54,1.12,0.72,15.23,17.96,31.21,8.38,8.98,23.35,70.06,33.29,1.37,3.11,17.23,29.94,14.25,5.37,1.68,817.0,777.0,857.0,820.0
69248,0,718.0,823.0,984.0,1093.0,77.0,282.0,47.0,176.0,3096.0,2726.0,2877.0,2603.0,3919.0,3919.0,3925.0,3928.0,3463.0,5794.0,28.0,88.0,17.0,56.0,18.32,21.0,25.07,27.83,1.96,7.2,1.2,4.48,0.71,2.25,0.43,1.43,81.68,79.0,74.93,72.17,21.0,42.0,32.0,1.7521368,3.0299401,6.2348485,8.0,20.0,6.0,0.0,2.7266667,7.0,14.0,15.0,1.7640449,6.064138,7.2488781,5.5229548,0.3375502,1.306157,1.7948427,1.3807387,3.4518467,1.035554,0.0,1.1839424,1.2081464,2.4162927,2.5888851,0.3546356,1.7,1.36,7.49,3.37,2.26,1.68,1.49,15.73,18.49,19.48,4.87,8.27,20.67,56.42,25.17,1.1,3.68,28.71,43.58,29.58,3.78,1.11,3201.0,3096.0,2941.0,2835.0
69249,1,274.0,363.0,411.0,478.0,30.0,157.0,28.0,111.0,1870.0,1630.0,1957.0,1789.0,2178.0,2178.0,2402.0,2402.0,1450.0,3268.0,4.0,28.0,6.0,24.0,12.58,16.67,17.11,19.9,1.38,7.21,1.17,4.62,0.18,1.29,0.25,1.0,87.42,83.33,82.89,80.1,12.0,12.0,24.0,0.0,3.0299401,6.2348485,2.721519,15.0,2.4517766,0.0,2.7266667,2.4964539,2.3846154,6.0,1.7640449,8.2749166,3.6719706,7.3439412,0.0,1.306157,1.7948427,1.4219906,4.5899633,1.0619796,0.0,1.1839424,1.5184457,1.4076726,1.8359853,0.3546356,1.28,0.8099999999999999,7.7,3.07,4.91,0.7999999999999999,0.87,13.1,15.23,25.45,5.31,8.43,23.96,65.21,32.55,0.8,2.55,22.73,34.79,24.58,4.65,1.23,1904.0,1815.0,1991.0,1924.0
69250,1,432.0,575.0,483.0,571.0,28.0,212.0,41.0,162.0,2734.0,2362.0,2880.0,2655.0,3201.0,3201.0,3413.0,3413.0,2026.0,4460.0,7.0,52.0,9.0,25.0,13.5,17.96,14.15,16.73,0.87,6.62,1.2,4.75,0.22,1.62,0.26,0.73,86.5,82.04,85.85,83.27,18.0,20.0,26.0,1.7521368,310.0,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,11.0,6.0,27.0,1.7640449,8.8863817,4.4843049,5.8295964,0.3375502,69.5067265,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,2.4663677,1.3452915,6.0538117,0.3546356,1.6,0.88,3.69,1.35,5.59,0.62,0.76,10.75,11.46,39.98,9.27,10.8,27.76,77.52,42.01,0.51,1.84,11.3,22.48,13.92,4.5,1.39,2769.0,2626.0,2930.0,2842.0
69252,1,123.0,134.0,135.0,144.0,18.0,56.0,11.0,31.0,444.0,385.0,433.0,399.0,587.0,587.0,579.0,579.0,301.0,723.0,2.0,12.0,0.0,5.0,20.95,22.83,23.32,24.87,3.07,9.54,1.9,5.35,0.34,2.04,0.0,0.86,79.05,77.17,76.68,75.13,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,0.0,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,0.0,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.15,1.3599999999999999,9.23,2.08,6.0,1.58,1.8399999999999999,21.4,14.55,11.26,4.39,8.78,23.65,63.12,29.1,2.25,2.77,22.75,36.88,27.94,6.53,1.39,464.0,453.0,444.0,435.0
69253,1,99.0,112.0,106.0,122.0,9.0,28.0,8.0,18.0,399.0,343.0,401.0,368.0,507.0,496.0,517.0,517.0,285.0,650.0,0.0,13.0,2.0,9.0,19.53,22.58,20.5,23.6,1.78,5.65,1.55,3.48,0.0,2.62,0.39,1.74,80.47,77.42,79.5,76.4,2.6492537,3.3106061,4.2666667,0.0,3.0299401,0.0,2.721519,0.0,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,0.0,1.4219906,0.0,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,0.75,1.25,8.02,0.5,5.74,0.75,0.75,13.03,12.72,23.81,7.73,9.73,21.05,63.56,27.68,0.75,2.74,25.56,36.44,28.93,5.76,2.74,408.0,384.0,411.0,395.0
69254,0,103.0,120.0,135.0,145.0,9.0,51.0,11.0,30.0,470.0,402.0,507.0,477.0,587.0,588.0,657.0,657.0,471.0,994.0,5.0,15.0,4.0,5.0,17.55,20.41,20.55,22.07,1.53,8.67,1.67,4.57,0.85,2.55,0.61,0.76,82.45,79.59,79.45,77.93,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,0.0,2.4964539,0.0,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,0.0,1.5184457,0.0,2.2745888,0.0,0.99,0.85,7.23,3.94,3.16,2.98,1.58,16.6,16.57,18.94,5.33,8.48,18.09,52.99,23.87,0.64,2.17,31.06,47.01,32.35,3.62,1.58,484.0,468.0,522.0,512.0
69255,1,638.0,774.0,791.0,955.0,76.0,307.0,61.0,208.0,3437.0,3011.0,3654.0,3295.0,4159.0,4160.0,4516.0,4513.0,2601.0,6198.0,8.0,68.0,10.0,55.0,15.34,18.61,17.52,21.16,1.83,7.38,1.35,4.61,0.19,1.63,0.22,1.22,84.66,81.39,82.48,78.84,26.0,34.0,29.0,1.7521368,9.0,6.2348485,7.0,20.0,2.4517766,0.0,2.7266667,2.4964539,2.3846154,17.0,0.0,9.996122,5.4856405,4.6789287,0.3375502,1.4520813,1.7948427,1.1293966,3.2268474,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.7428203,0.0,1.72,1.23,7.86,3.07,6.68,1.05,1.07,12.98,14.29,26.45,6.16,9.14,25.23,68.81,33.44,0.93,2.49,17.92,31.19,20.09,6.37,1.86,3521.0,3386.0,3725.0,3558.0
69256,1,9617.0,9947.0,9730.0,12099.0,210.0,825.0,175.0,727.0,13134.0,11994.0,14065.0,11072.0,23061.0,23048.0,24055.0,24138.0,20354.0,52448.0,100.0,282.0,85.0,240.0,41.7,43.16,40.45,50.12,0.91,3.58,0.73,3.01,0.43,1.22,0.35,0.99,58.3,56.84,59.55,49.88,166.0,654.0,260.0,202.0,453.0,238.0,334.0,233.0,58.0,7.0,106.0,475.0,172.0,846.0,101.0,8.1558176,12.4694936,4.957291,3.8514338,8.6371263,4.5378279,6.3682123,4.4424954,1.1058572,0.1334655,2.0210494,9.0565894,3.2794387,16.1302624,1.9257169,1.83,2.0100000000000002,2.91,1.1,2.02,1.8800000000000001,1.15,38.52,54.94,8.47,1.5,4.08,20.79,75.93,17.28,0.45,1.09,16.86,24.07,13.57,8.11,1.44,13444.0,13101.0,14325.0,12039.0
69257,1,124.0,144.0,173.0,178.0,12.0,52.0,13.0,25.0,662.0,596.0,680.0,658.0,799.0,799.0,868.0,868.0,532.0,1153.0,1.0,7.0,2.0,7.0,15.52,18.02,19.93,20.51,1.5,6.51,1.5,2.88,0.13,0.88,0.23,0.81,84.48,81.98,80.07,79.49,2.6492537,3.3106061,4.2666667,0.0,3.0299401,6.2348485,2.721519,3.0404624,2.4517766,0.0,2.7266667,2.4964539,2.3846154,2.6805556,0.0,5.1599952,3.5081804,5.0485131,0.0,1.306157,1.7948427,1.4219906,1.9820933,1.0619796,0.0,1.1839424,1.5184457,1.4076726,2.2745888,0.0,1.32,0.3,9.82,3.24,3.97,2.26,0.89,14.2,16.18,19.34,4.71,9.85,20.54,56.38,27.06,0.76,4.12,29.46,43.62,27.5,3.32,1.18,675.0,655.0,695.0,690.0
69258,1,36.0,58.0,40.0,49.0,6.0,24.0,1.0,15.0,221.0,180.0,227.0,198.0,266.0,266.0,268.0,268.0,200.0,315.0,3.0,4.0,0.0,6.0,13.53,21.8,14.93,18.28,2.26,9.02,0.37,5.6,1.13,1.5,0.0,2.24,86.47,78.2,85.07,81.72,2.6492537,3.3106061,4.2666667,1.7521368,3.0299401,0.0,2.721519,3.0404624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1599952,3.5081804,5.0485131,0.3375502,1.306157,0.0,1.4219906,1.9820933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.45,3.17,2.2,3.52,2.71,0.88,16.29,16.3,39.82,10.13,11.89,13.57,60.0,28.19,2.26,5.29,19.0,40.0,18.94,2.71,1.76,230.0,208.0,228.0,219.0
69259,1,10379.0,11196.0,9208.0,12222.0,366.0,1497.0,255.0,1106.0,19738.0,17418.0,19648.0,15521.0,30670.0,30671.0,29229.0,29254.0,29813.0,66701.0,187.0,560.0,118.0,405.0,33.84,36.5,31.5,41.78,1.19,4.88,0.87,3.78,0.61,1.83,0.4,1.38,66.16,63.5,68.5,58.22,274.0,1027.0,436.0,276.0,629.0,377.0,523.0,407.0,68.0,12.0,259.0,830.0,261.0,927.0,122.0,9.1905166,15.3970705,6.5366336,4.137869,9.4301435,5.6520892,7.8409619,6.1018575,1.019475,0.1799073,3.8830003,12.4435916,3.9129848,13.8978426,1.829058,3.45,2.3800000000000003,3.06,1.31,2.32,2.2199999999999998,1.33,35.73,48.78,9.13,1.83,4.82,21.88,74.23,17.97,0.82,1.42,17.47,25.77,15.33,7.33,1.44,20291.0,19475.0,20021.0,17032.0
69260,1,561.0,727.0,601.0,753.0,37.0,204.0,33.0,143.0,2557.0,2189.0,2670.0,2399.0,3163.0,3167.0,3315.0,3318.0,2110.0,5175.0,8.0,47.0,11.0,23.0,17.74,22.96,18.13,22.69,1.17,6.44,1.0,4.31,0.25,1.48,0.33,0.69,82.26,77.04,81.87,77.31,26.0,34.0,38.0,1.7521368,9.0,6.2348485,2.721519,10.0,2.4517766,1.046875,20.0,19.0,16.0,16.0,1.7640449,12.3194902,6.5700483,7.3429952,0.3375502,1.7391304,1.7948427,1.4219906,1.9323671,1.0619796,0.1055371,3.8647343,3.6714976,3.0917874,3.0917874,0.3546356,1.84,0.82,4.26,2.02,5.21,1.49,0.93,16.54,18.05,26.32,8.01,8.09,29.17,73.32,35.84,0.59,1.99,16.03,26.68,16.67,4.77,1.35,2602.0,2440.0,2714.0,2565.0
